city,latitude,longitude
Goa,15.3004543,74.0855134
Besancon,47.2380222,6.0243622
Janesville,42.6829765,-89.0226793
Mooresville,35.5848596,-80.8100724
Plovdiv,42.1418541,24.7499297
Maidenhead,51.5237638,-0.718806
Morro Bay,35.3658075,-120.849901
Castellon de la Plana,39.9860347,-0.0377354
Pecs,46.0765883,18.2280397
Rostock,54.0924445,12.1286127
Brest,48.3905283,-4.4860088
Atlantic City,39.3642852,-74.4229351
Willemstad,12.110006949999999,-68.9370850600204
Davao City,7.0645451,125.6084371
Ternopil,49.6630002,25.6167516
Parsippany-Troy Hills,40.8646542,-74.4157768
Cesena,44.136352,12.2422442
Fribourg,46.6789116,7.1027113
Santiago de Compostela,42.8804219,-8.5458608
Sudbury,46.49272,-80.991211
Alexander,37.1801529,-89.3502834
Santander,43.4620412,-3.8099719
Juiz de Fora,-21.7609533,-43.3501129
Dundee,56.4605938,-2.97019
Klaipeda,55.7127529,21.1350469
Stratford,52.1927885,-1.7063668
Bursa,40.1827657,29.0677305
San Salvador,13.6989939,-89.1914249
Roanoke,37.270973,-79.9414313
Andorra la Vella,42.5069391,1.5212467
Rostov on Don,47.2213858,39.7114196
Bellingham,48.7544012,-122.4788361
Augusta,33.4709714,-81.9748429
Palm Desert,33.74079965,-116.36936983394352
Texas City,29.396013,-94.9175485
Pamplona,42.8184538,-1.6442556
Ulyanovsk,54.3107593,48.3642771
Biarritz,43.471143749999996,-1.552726590666314
Santiago de Queretaro,20.5954708,-100.397059
Zadar,44.1168594,15.2353257
Blackpool,53.8182212,-3.0564845
Binghamton,42.0987125,-75.9125262
Leon,42.63414505,-5.971415104539984
Gaziantep,37.0628317,37.3792617
Tijuana,32.5010188,-116.964662
Osijek,45.5548719,18.6953719
Carmel-by-the-Sea,36.5552656,-121.9232785
Monroe,38.2722313,-90.1792484
Shijiazhuang,38.0429742,114.5088385
Semarang,-6.9903988,110.4229104
Montgomery,32.3669656,-86.3006485
Caxias do Sul,-29.1684951,-51.1796197
Herzogenrath,50.8684545,6.0950514
Dakar,14.693425,-17.447938
Oldenburg,53.1389753,8.2146017
Hennigsdorf,52.6375777,13.2057511
Dordrecht,51.7958812,4.6779351
Biel Bienne,47.1402077,7.2439029
Pattaya City,12.93834575,100.81687435155958
Auburn,32.6098566,-85.4807825
Perugia,43.1070321,12.402996209906487
Barranquilla,10.9799669,-74.8013085
Konstanz,47.659216,9.1750718
Perm,58.88439115,56.43899467562514
Novo mesto,45.8040475,15.1696684
Incheon,37.456,126.7052
Orono,44.883607,-68.672791
Changchun,43.8130735,125.3171216
Gibraltar,36.140807,-5.3541295
Plzen,49.7477415,13.3775249
Waterford,52.2609997,-7.1119081
Sibiu,45.7973912,24.1519202
Mechelen,51.0281381,4.4803453
Shenyang,41.6749893,123.458674
Rzeszow,50.0374531,22.0047174
Bangor,44.8011821,-68.7778138
Heerlen,50.8876735,5.9773285
Rabat,34.022405,-6.834543
Tarragona,41.1172364,1.2546057
Fermo,43.0922489,13.638768067263769
Windhoek,-22.5743922,17.0790688
Trabzon,41.0062202,39.7257547
Zielona Gora,51.9383777,15.5050408
Arcata,40.866517,-124.08284
Great Falls,47.5048851,-111.29189
Shelton,41.3164856,-73.0931641
Wilsonville,45.3099218,-122.7681602
Conroe,30.3118769,-95.4560512
Farnborough,51.2918693,-0.7539836
Winchester,51.0612766,-1.3131692
Arezzo,43.51720195,11.763879181253118
Tilburg,51.585618749999995,5.066061908648313
Medan,3.5896654,98.6738261
Taichung City,24.1661958,120.6822862
Sunderland,54.9058512,-1.3828727
Rosario,-32.9595004,-60.6615415
Bedford,52.1363806,-0.4675041
Bowling Green,36.9903199,-86.4436018
Huddersfield,53.6466645,-1.7822482
Hooksett,43.096972,-71.465378
Lusaka,-15.4164488,28.2821535
Londrina,-23.3112878,-51.1595023
Kunming,24.8843019,102.8324209
Jamshedpur,22.8015194,86.2029579
Herning,56.1379757,8.9746623
Tashkent,41.3123363,69.2787079
Dnipro,51.9191343,30.8243039
Parma,44.8013678,10.3280833
Aurangabad,19.877263,75.3390241
Puerto del Rosario,28.4993424,-13.8599051
Craiova,44.3190159,23.7965614
Duisburg,51.434999,6.759562
Blumenau,-26.9195567,-49.0658025
Białystok,53.127505049999996,23.147050870161664
Ajaccio,41.9263991,8.7376029
Celaya,20.5218445,-100.8139609
Bielsko-Biala,49.822118,19.0448936
Wesseling,50.8247166,6.9810852
Mantua,45.1692628,10.670836515673878
Ashland,46.2062319,-90.6802594
Sao Leopoldo,-29.7544405,-51.1516497
Volgograd,48.7081906,44.5153353
Logrono,42.4661196,-2.4396676
Tours,47.3900474,0.6889268
Ioannina,39.6639818,20.8522784
Shikarpur,28.2325472,78.0636982800424
Kaohsiung City,22.7142971,120.29220566460137
Nizhny Novgorod,56.3264816,44.0051395
Port Harcourt,4.7676576,7.0188527
Puri,19.8076083,85.8252538
Maringá,-23.425269,-51.9382078
Tsukuba,36.0833877,140.0765098
Kassel,51.3154546,9.4924096
Limoges,45.8354243,1.2644847
Udupi,13.3419169,74.7473232
Concepcion,15.3402703,120.67643328732242
Nahariyya,33.01697675,35.101840391055575
Dundalk,54.0046033,-6.4008879
Senai,1.6012009,103.6446799
Reggio Emilia,44.608664,10.594796841892734
Merida,38.9174665,-6.3443977
Rovereto,45.886548,11.0452369
Nashik,20.0112475,73.7902364
Lynchburg,37.4137536,-79.1422464
Hargeisa,9.561733,44.061803
San Ġiljan,35.9199225,14.4877119
Lichfield,52.68064,-1.8243991722405983
Gulfport,30.3674198,-89.0928155
Hartland,50.9927936,-4.4800636
Salinas,36.6744117,-121.6550372
Westborough,42.2694308,-71.6129907
Belem,31.7043556,35.2061876
Nanning,22.8193063,108.3627211
Medina,29.2836281,-99.1126826
Agra,27.1752554,78.0098161
Harare,-17.831773,31.045686
Wokingham,51.4570846,-0.8865370303212372
Campo Grande,-20.4640173,-54.6162947
Hirtshals,57.5908031,9.9649737
Bauru,-22.3218102,-49.0705863
Nanchang,28.687547,115.8540042
Denpasar,-8.6524973,115.2191175
Rhodes,48.753084599999994,6.906018376078861
Joao Pessoa,-7.1215981,-34.882028
Manaus,-3.1316333,-59.9825041
Baguio,16.412007,120.5933937
Kayseri,38.6582232,35.5546374
Taganrog,47.2153657,38.9285216
Omsk,54.991375,73.371529
Eskişehir,39.6821156,31.0723476
Natal,-5.805398,-35.2080905
Colima,19.166667,-104.0
Guayaquil,-2.1900703,-79.8868702
Luanda,-8.8272699,13.2439512
Sandakan,5.8391337,118.1158919
Ragusa,42.64873625,18.094680152605108
Vila Velha,-20.3297037,-40.2920174
Rawalpindi,33.6038766,73.048136
Torreon,35.7947315,-107.21208446076524
Montego Bay,18.4724603,-77.9217357
Székesfehérvár,47.1910169,18.410811
Faisalabad,31.4220558,73.0923253
Antananarivo,-18.9100122,47.5255809
Managua,12.1459907,-86.2746665
Allahabad,25.4381302,81.8338005
Nizamabad,26.055317950000003,82.99313867937335
Ramallah,31.9030543,35.1952255
Reynosa,26.0704018,-98.2963932
Harbin,45.7988273,126.5303997
Taiyuan,37.870009,112.5452739
Douala,4.0429408,9.706203
Bamako,12.61326555,-7.984739136241295
Santos,-23.960833,-46.333889
San Pedro Sula,15.5062156,-88.0248937
Gaborone,-24.6581357,25.9088474
Alexandria,31.199004,29.894378
Sunchales,-30.9450891,-61.5608072
Belize City,17.5000543,-88.2003115
Khulna,22.808368899999998,89.44268870147594
Enugu,6.5536094,7.4143061
Benin City,6.3330586,5.6221058
Cochabamba,-17.3936114,-66.1568983
Kano,11.8948389,8.5364136
Buea,4.1567995,9.2315519
Maputo,-25.966213,32.56745
Algiers,36.7753606,3.0601882
Kabul,34.5260109,69.1776838
Yaounde,3.8689867,11.5213344
Saint Peter Port,49.4568142,-2.5389979
Jhelum,32.9247256,73.719388
Port-au-Prince,18.547327,-72.3395928
Multan,30.1979793,71.4724978
Kinshasa,-4.3217055,15.3125974
Douglas,39.7628415,-88.2170516
Chattogram,22.3364709,91.8260479
Bridgetown,13.0977832,-59.6184184
Cotonou,6.3676953,2.4252507
Ouagadougou,12.3681873,-1.5270944
Baghdad,33.3024309,44.3787992
Mbabane,-26.325745,31.144663
Conakry,9.5170602,-13.6998434
Sanaa,15.3538569,44.2058841
